6.0 400.000072257
6.25 288.553163912
6.5 210.841001814
6.75 155.893600513
7.0 116.538982845
7.25 88.0133999153
7.5 67.1059195944
7.75 51.6221229678
8.0 40.0431341887
8.25 31.3051357303
8.5 24.6544380565
8.75 19.5515599312
9.0 15.6064970141
9.25 12.5346331195
9.5 10.1264239577
9.75 8.22636079806
10.0 6.71806556542
10.25 5.51381980936
10.5 4.54703657445
10.75 3.76681583254
11.0 3.13400443296
11.25 2.61830333491
11.5 2.1961217428
11.75 1.84899136497
12.0 1.5625
12.25 1.32489383221
12.5 1.127171278
12.75 0.962029755116
13.0 0.823612809181
13.25 0.707201361656
13.5 0.608975529671
13.75 0.525833487511
14.0 0.455245643854
14.25 0.395140051842
14.5 0.34381583333
14.75 0.299870699644
15.0 0.262143999338
